defect_id,unit_id,batch_id,checkpoint_id,defect_type,severity,root_cause,reported_date
DEF-01523,UNIT-15063,BATCH-2025-01055,8,Ingress issue,Low,Packaging error,2026-01-04
DEF-01524,UNIT-02065,BATCH-2026-00143,3,Low volume output,Medium,Environmental exposure,2026-04-26
DEF-01525,UNIT-26014,BATCH-2025-01818,6,Port instability,Medium,Investigation pending,2025-03-24
DEF-01526,UNIT-35373,BATCH-2024-02473,7,Overheating,Medium,Handling damage,2024-10-14
DEF-01527,UNIT-34817,BATCH-2024-02434,7,Thermal runaway risk,Critical,Supplier quality issue,2024-12-01
DEF-01528,UNIT-02144,BATCH-2026-00148,6,Port instability,Medium,Packaging error,2026-06-21
DEF-01529,UNIT-29127,BATCH-2026-02038,7,Overheating,Medium,Handling damage,2026-07-19
DEF-01530,UNIT-26330,BATCH-2025-01840,1,Short circuit,Medium,Equipment calibration drift,2025-08-16
DEF-01531,UNIT-49755,BATCH-2026-03478,7,Overheating,Critical,Supplier quality issue,2026-06-04
DEF-01532,UNIT-38729,BATCH-2026-02710,3,Audio clipping,High,Supplier quality issue,2026-06-08
DEF-01533,UNIT-30779,BATCH-2026-02153,2,Sensor calibration drift,Medium,Environmental exposure,2026-09-06
DEF-01534,UNIT-27608,BATCH-2025-01930,3,Low volume output,Low,Material defect,2025-03-09
DEF-01535,UNIT-48127,BATCH-2025-03368,6,Port instability,Low,Investigation pending,2025-09-27
DEF-01536,UNIT-36954,BATCH-2025-02582,1,Power fluctuation,High,Supplier quality issue,2025-09-17
DEF-01537,UNIT-38398,BATCH-2026-02686,3,Audio clipping,Low,Investigation pending,2026-01-17
DEF-01538,UNIT-35797,BATCH-2025-02501,3,Low volume output,Medium,Supplier quality issue,2025-04-04
DEF-01539,UNIT-33527,BATCH-2024-02343,4,Battery not detected,High,Environmental exposure,2024-10-13
DEF-01540,UNIT-12229,BATCH-2025-00853,5,Dead pixel,Low,Material defect,2025-07-17
DEF-01541,UNIT-01434,BATCH-2024-00101,4,Cell imbalance,Medium,Equipment calibration drift,2024-12-11
DEF-01542,UNIT-30756,BATCH-2025-02152,4,Battery not detected,Low,Packaging error,2025-06-18
DEF-01543,UNIT-37243,BATCH-2025-02604,3,Low volume output,Medium,Packaging error,2025-03-09
DEF-01544,UNIT-48050,BATCH-2025-03363,1,Power fluctuation,Medium,Environmental exposure,2025-02-18
DEF-01545,UNIT-48091,BATCH-2024-03366,3,Speaker distortion,Critical,Handling damage,2024-12-08
DEF-01546,UNIT-08366,BATCH-2025-00580,4,Charging instability,Medium,Handling damage,2025-09-25
DEF-01547,UNIT-36392,BATCH-2025-02544,1,Short circuit,Low,Material defect,2025-10-29
DEF-01548,UNIT-26417,BATCH-2024-01846,1,Short circuit,Medium,Investigation pending,2024-11-27
DEF-01549,UNIT-32022,BATCH-2025-02239,5,Screen artifact,Critical,Handling damage,2025-07-19
DEF-01550,UNIT-26211,BATCH-2026-01831,4,Charging instability,Medium,Packaging error,2026-06-24
DEF-01551,UNIT-49164,BATCH-2025-03438,3,Low volume output,Medium,Investigation pending,2025-07-05
DEF-01552,UNIT-25877,BATCH-2025-01809,3,Low volume output,Medium,Investigation pending,2025-04-13
DEF-01553,UNIT-20842,BATCH-2025-01457,6,Port instability,Medium,Supplier quality issue,2025-09-25
DEF-01554,UNIT-40389,BATCH-2026-02828,7,Fan failure,Medium,Investigation pending,2026-05-11
DEF-01555,UNIT-32991,BATCH-2025-02305,6,Connectivity drop,Low,Environmental exposure,2025-12-17
DEF-01556,UNIT-36355,BATCH-2024-02541,8,Final assembly defect,Medium,Equipment calibration drift,2024-11-19
DEF-01557,UNIT-32201,BATCH-2025-02251,8,Packaging damage,Medium,Investigation pending,2025-04-07
DEF-01558,UNIT-07209,BATCH-2025-00500,6,Connectivity drop,Low,Process variation,2025-06-13
DEF-01559,UNIT-13192,BATCH-2025-00923,8,Final assembly defect,Low,Environmental exposure,2025-01-25
DEF-01560,UNIT-30790,BATCH-2026-02154,7,Thermal runaway risk,Critical,Handling damage,2026-01-30
DEF-01561,UNIT-35954,BATCH-2026-02513,2,Lens scratch,Medium,Handling damage,2026-03-16
DEF-01562,UNIT-29359,BATCH-2025-02055,8,Final assembly defect,Critical,Equipment calibration drift,2025-06-24
DEF-01563,UNIT-01974,BATCH-2026-00137,2,Sensor calibration drift,High,Environmental exposure,2026-08-07
DEF-01564,UNIT-23501,BATCH-2025-01646,2,Lens scratch,Critical,Investigation pending,2025-05-26
DEF-01565,UNIT-39430,BATCH-2025-02760,1,Connector misalignment,High,Environmental exposure,2025-06-08
DEF-01566,UNIT-12843,BATCH-2025-00899,3,Low volume output,Low,Material defect,2025-11-16
DEF-01567,UNIT-14089,BATCH-2026-00986,4,Battery not detected,High,Supplier quality issue,2026-07-14
DEF-01568,UNIT-46134,BATCH-2025-03233,5,Screen artifact,Medium,Supplier quality issue,2025-10-12
DEF-01569,UNIT-46018,BATCH-2025-03224,7,Thermal runaway risk,Low,Equipment calibration drift,2026-01-08
DEF-01570,UNIT-41252,BATCH-2025-02889,1,Connector misalignment,Medium,Material defect,2025-06-21
DEF-01571,UNIT-26470,BATCH-2025-01850,8,Packaging damage,High,Material defect,2025-01-25
DEF-01572,UNIT-32182,BATCH-2025-02250,3,Low volume output,Medium,Supplier quality issue,2025-11-30
DEF-01573,UNIT-38752,BATCH-2024-02712,3,Low volume output,High,Investigation pending,2024-10-23
DEF-01574,UNIT-02828,BATCH-2026-00196,1,Connector misalignment,Low,Supplier quality issue,2026-05-23
DEF-01575,UNIT-27758,BATCH-2024-01942,8,Packaging damage,Medium,Packaging error,2024-10-27
DEF-01576,UNIT-32267,BATCH-2024-02255,8,Packaging damage,Medium,Equipment calibration drift,2024-12-03
DEF-01577,UNIT-29860,BATCH-2024-02091,4,Charging instability,Medium,Environmental exposure,2024-12-26
DEF-01578,UNIT-32322,BATCH-2026-02259,6,Port instability,Medium,Supplier quality issue,2026-08-02
DEF-01579,UNIT-11850,BATCH-2025-00827,2,Lens scratch,Low,Investigation pending,2025-12-11
DEF-01580,UNIT-14284,BATCH-2026-00999,1,Connector misalignment,Low,Handling damage,2026-01-27
DEF-01581,UNIT-24305,BATCH-2024-01701,5,Dead pixel,Medium,Handling damage,2024-12-13
DEF-01582,UNIT-48477,BATCH-2025-03392,2,Sensor calibration drift,High,Material defect,2025-12-23
DEF-01583,UNIT-35027,BATCH-2026-02449,6,Port instability,High,Material defect,2026-03-12
DEF-01584,UNIT-38883,BATCH-2026-02722,6,Port instability,High,Handling damage,2026-08-22
DEF-01585,UNIT-40453,BATCH-2025-02832,2,Camera focus failed,High,Environmental exposure,2025-10-21
DEF-01586,UNIT-11999,BATCH-2026-00837,6,Signal interference,Medium,Environmental exposure,2026-08-10
DEF-01587,UNIT-29352,BATCH-2025-02055,7,Fan failure,Critical,Handling damage,2025-06-24
DEF-01588,UNIT-43587,BATCH-2024-03054,7,Thermal runaway risk,Medium,Supplier quality issue,2024-12-26
DEF-01589,UNIT-16089,BATCH-2026-01125,8,Packaging damage,Low,Process variation,2026-05-31
DEF-01590,UNIT-24931,BATCH-2026-01744,7,Thermal runaway risk,Low,Handling damage,2026-06-01
DEF-01591,UNIT-15901,BATCH-2025-01112,2,Camera focus failed,Medium,Material defect,2025-04-02
DEF-01592,UNIT-08018,BATCH-2026-00555,5,Color calibration issue,Low,Environmental exposure,2026-09-22
DEF-01593,UNIT-33206,BATCH-2025-02321,2,Lens scratch,High,Environmental exposure,2025-01-22
DEF-01594,UNIT-43945,BATCH-2026-03079,3,Speaker distortion,Medium,Environmental exposure,2026-09-11
DEF-01595,UNIT-27741,BATCH-2025-01941,7,Overheating,Medium,Environmental exposure,2025-11-20
DEF-01596,UNIT-03137,BATCH-2026-00216,6,Port instability,Medium,Material defect,2026-08-27
DEF-01597,UNIT-12514,BATCH-2026-00874,7,Overheating,Low,Environmental exposure,2026-02-04
DEF-01598,UNIT-35484,BATCH-2026-02480,6,Port instability,Low,Supplier quality issue,2026-02-05
DEF-01599,UNIT-23128,BATCH-2026-01619,5,Dead pixel,High,Supplier quality issue,2026-07-27
DEF-01600,UNIT-00624,BATCH-2025-00044,3,Audio clipping,Low,Environmental exposure,2025-10-23
DEF-01601,UNIT-45218,BATCH-2024-03168,8,Packaging damage,Medium,Material defect,2024-10-10
DEF-01602,UNIT-34052,BATCH-2026-02379,2,Lens scratch,Low,Process variation,2026-05-08
DEF-01603,UNIT-46001,BATCH-2026-03223,2,Camera focus failed,High,Handling damage,2026-06-12
DEF-01604,UNIT-17679,BATCH-2026-01236,2,Sensor calibration drift,Low,Investigation pending,2026-02-17
DEF-01605,UNIT-20909,BATCH-2024-01462,7,Thermal runaway risk,Low,Environmental exposure,2024-12-19
DEF-01606,UNIT-18428,BATCH-2025-01289,4,Cell imbalance,Medium,Handling damage,2025-08-29
DEF-01607,UNIT-00838,BATCH-2025-00059,6,Connectivity drop,Medium,Material defect,2025-09-10
DEF-01608,UNIT-28216,BATCH-2026-01973,6,Port instability,Low,Process variation,2026-09-02
DEF-01609,UNIT-39084,BATCH-2025-02736,1,Connector misalignment,Low,Handling damage,2025-02-11
DEF-01610,UNIT-24206,BATCH-2026-01694,8,Packaging damage,Low,Handling damage,2026-04-04
DEF-01611,UNIT-00919,BATCH-2026-00065,3,Audio clipping,Medium,Environmental exposure,2026-05-18
DEF-01612,UNIT-31588,BATCH-2025-02211,5,Dead pixel,Low,Environmental exposure,2025-04-22
DEF-01613,UNIT-36003,BATCH-2025-02517,2,Sensor calibration drift,Medium,Environmental exposure,2025-07-02
DEF-01614,UNIT-42848,BATCH-2026-03004,3,Low volume output,Medium,Packaging error,2026-02-05
DEF-01615,UNIT-31159,BATCH-2025-02181,4,Cell imbalance,Critical,Packaging error,2025-08-17
DEF-01616,UNIT-30465,BATCH-2025-02132,7,Thermal runaway risk,Medium,Environmental exposure,2025-08-26
DEF-01617,UNIT-10445,BATCH-2025-00728,3,Speaker distortion,High,Investigation pending,2025-05-25
DEF-01618,UNIT-20043,BATCH-2025-01401,5,Dead pixel,High,Equipment calibration drift,2025-12-10
DEF-01619,UNIT-00719,BATCH-2025-00050,4,Battery not detected,Medium,Environmental exposure,2025-10-17
DEF-01620,UNIT-07801,BATCH-2025-00541,2,Lens scratch,High,Process variation,2025-08-28
DEF-01621,UNIT-30591,BATCH-2026-02140,6,Port instability,Medium,Environmental exposure,2026-08-26
DEF-01622,UNIT-35513,BATCH-2026-02482,2,Sensor calibration drift,Low,Equipment calibration drift,2026-08-13
DEF-01623,UNIT-08512,BATCH-2025-00590,4,Battery not detected,High,Environmental exposure,2025-12-22
DEF-01624,UNIT-22413,BATCH-2025-01568,1,Connector misalignment,Medium,Environmental exposure,2025-01-21
DEF-01625,UNIT-22978,BATCH-2024-01609,3,Low volume output,Low,Supplier quality issue,2024-11-25
DEF-01626,UNIT-38985,BATCH-2026-02729,3,Speaker distortion,Medium,Investigation pending,2026-04-08
DEF-01627,UNIT-24266,BATCH-2024-01698,5,Dead pixel,Low,Handling damage,2024-12-26
DEF-01628,UNIT-23005,BATCH-2026-01611,4,Battery not detected,Medium,Equipment calibration drift,2026-04-07
DEF-01629,UNIT-04335,BATCH-2025-00298,8,Packaging damage,High,Equipment calibration drift,2025-12-01
DEF-01630,UNIT-09605,BATCH-2025-00666,4,Cell imbalance,Critical,Process variation,2025-09-26
DEF-01631,UNIT-09046,BATCH-2025-00627,8,Final assembly defect,Low,Investigation pending,2025-08-16
DEF-01632,UNIT-37622,BATCH-2026-02629,6,Port instability,Medium,Investigation pending,2026-02-16
DEF-01633,UNIT-22124,BATCH-2024-01548,4,Cell imbalance,Low,Environmental exposure,2024-11-22
DEF-01634,UNIT-20177,BATCH-2025-01411,5,Color calibration issue,Critical,Process variation,2025-01-11
DEF-01635,UNIT-12335,BATCH-2025-00861,4,Cell imbalance,High,Process variation,2025-02-19
DEF-01636,UNIT-12645,BATCH-2024-00884,7,Thermal runaway risk,Low,Process variation,2024-11-26
DEF-01637,UNIT-43548,BATCH-2025-03052,4,Charging instability,Low,Supplier quality issue,2025-03-23
DEF-01638,UNIT-01183,BATCH-2026-00083,8,Final assembly defect,Low,Handling damage,2026-06-19
DEF-01639,UNIT-10728,BATCH-2026-00748,5,Color calibration issue,High,Material defect,2026-07-13
DEF-01640,UNIT-20980,BATCH-2026-01466,8,Ingress issue,Medium,Supplier quality issue,2026-10-03
DEF-01641,UNIT-36210,BATCH-2025-02532,6,Connectivity drop,Medium,Supplier quality issue,2025-03-18
DEF-01642,UNIT-10195,BATCH-2025-00710,3,Low volume output,High,Investigation pending,2025-07-04
DEF-01643,UNIT-23004,BATCH-2026-01611,1,Power fluctuation,Low,Packaging error,2026-04-13
DEF-01644,UNIT-24321,BATCH-2026-01702,7,Fan failure,Critical,Material defect,2026-06-11
DEF-01645,UNIT-42974,BATCH-2025-03012,3,Low volume output,Medium,Supplier quality issue,2025-12-16
DEF-01646,UNIT-43153,BATCH-2025-03025,5,Screen artifact,High,Process variation,2025-02-20
DEF-01647,UNIT-41077,BATCH-2026-02877,3,Speaker distortion,Medium,Environmental exposure,2026-04-16
DEF-01648,UNIT-16404,BATCH-2025-01148,1,Power fluctuation,High,Investigation pending,2025-06-06
DEF-01649,UNIT-47039,BATCH-2025-03293,1,Short circuit,Low,Investigation pending,2025-10-24
DEF-01650,UNIT-22320,BATCH-2025-01562,5,Dead pixel,Medium,Equipment calibration drift,2025-04-03
DEF-01651,UNIT-15868,BATCH-2025-01109,2,Camera focus failed,Medium,Supplier quality issue,2025-06-05
DEF-01652,UNIT-22721,BATCH-2026-01591,6,Signal interference,High,Investigation pending,2026-07-31
DEF-01653,UNIT-39602,BATCH-2025-02772,1,Connector misalignment,Low,Equipment calibration drift,2025-02-07
DEF-01654,UNIT-48011,BATCH-2026-03361,7,Thermal runaway risk,Low,Environmental exposure,2026-10-01
DEF-01655,UNIT-34888,BATCH-2025-02440,5,Screen artifact,Medium,Handling damage,2025-11-27
DEF-01656,UNIT-39398,BATCH-2025-02757,5,Color calibration issue,High,Packaging error,2025-03-12
DEF-01657,UNIT-32068,BATCH-2025-02242,7,Thermal runaway risk,High,Process variation,2025-06-12
DEF-01658,UNIT-20224,BATCH-2025-01414,1,Short circuit,Medium,Environmental exposure,2025-12-24
DEF-01659,UNIT-39329,BATCH-2025-02752,6,Signal interference,Low,Packaging error,2025-12-14
DEF-01660,UNIT-12090,BATCH-2026-00844,1,Power fluctuation,Medium,Supplier quality issue,2026-08-02
DEF-01661,UNIT-47611,BATCH-2024-03333,8,Ingress issue,Low,Process variation,2024-10-18
DEF-01662,UNIT-18113,BATCH-2025-01265,5,Screen artifact,High,Equipment calibration drift,2025-03-28
DEF-01663,UNIT-12864,BATCH-2025-00900,2,Camera focus failed,Low,Process variation,2025-05-08
DEF-01664,UNIT-26629,BATCH-2026-01861,6,Signal interference,Medium,Equipment calibration drift,2026-09-29
DEF-01665,UNIT-38760,BATCH-2026-02713,6,Connectivity drop,Medium,Process variation,2026-06-22
DEF-01666,UNIT-32100,BATCH-2026-02244,1,Power fluctuation,Low,Environmental exposure,2026-10-03
DEF-01667,UNIT-08934,BATCH-2025-00619,3,Low volume output,Low,Equipment calibration drift,2025-11-15
DEF-01668,UNIT-01593,BATCH-2025-00112,5,Dead pixel,Low,Process variation,2025-12-25
DEF-01669,UNIT-43672,BATCH-2025-03060,8,Final assembly defect,Low,Supplier quality issue,2025-02-21
DEF-01670,UNIT-23094,BATCH-2026-01617,6,Connectivity drop,Low,Supplier quality issue,2026-05-25
DEF-01671,UNIT-45724,BATCH-2025-03204,3,Speaker distortion,Low,Packaging error,2025-05-24
DEF-01672,UNIT-15996,BATCH-2025-01118,8,Ingress issue,High,Handling damage,2025-07-14
DEF-01673,UNIT-24540,BATCH-2025-01717,4,Charging instability,Low,Process variation,2025-02-25
DEF-01674,UNIT-28134,BATCH-2025-01967,2,Camera focus failed,High,Equipment calibration drift,2025-09-25
DEF-01675,UNIT-46036,BATCH-2026-03226,4,Cell imbalance,Low,Process variation,2026-02-14
DEF-01676,UNIT-19485,BATCH-2025-01362,3,Low volume output,Low,Equipment calibration drift,2025-09-11
DEF-01677,UNIT-02852,BATCH-2024-00197,3,Speaker distortion,Critical,Process variation,2024-10-24
DEF-01678,UNIT-13603,BATCH-2024-00952,1,Short circuit,Medium,Environmental exposure,2024-12-24
DEF-01679,UNIT-05966,BATCH-2025-00411,1,Power fluctuation,Medium,Investigation pending,2025-04-06
DEF-01680,UNIT-00101,BATCH-2024-00007,5,Dead pixel,Medium,Material defect,2024-12-07
DEF-01681,UNIT-16526,BATCH-2025-01157,7,Overheating,High,Material defect,2025-10-31
DEF-01682,UNIT-14346,BATCH-2026-01003,7,Fan failure,High,Environmental exposure,2026-02-04
DEF-01683,UNIT-12582,BATCH-2024-00879,4,Cell imbalance,Medium,Process variation,2025-01-20
DEF-01684,UNIT-15922,BATCH-2026-01113,7,Thermal runaway risk,Critical,Packaging error,2026-08-14
DEF-01685,UNIT-08190,BATCH-2026-00567,3,Speaker distortion,Low,Equipment calibration drift,2026-07-25
DEF-01686,UNIT-03455,BATCH-2025-00238,4,Battery not detected,Low,Handling damage,2025-07-09
DEF-01687,UNIT-03099,BATCH-2026-00214,8,Ingress issue,Medium,Equipment calibration drift,2026-07-12
DEF-01688,UNIT-33102,BATCH-2026-02313,2,Lens scratch,Low,Handling damage,2026-08-31
DEF-01689,UNIT-07916,BATCH-2025-00549,4,Cell imbalance,High,Packaging error,2025-12-09
DEF-01690,UNIT-08502,BATCH-2025-00589,5,Dead pixel,Medium,Process variation,2025-04-07
DEF-01691,UNIT-31606,BATCH-2024-02212,3,Speaker distortion,Critical,Material defect,2024-12-01
DEF-01692,UNIT-20332,BATCH-2026-01421,3,Low volume output,Medium,Environmental exposure,2026-06-11
DEF-01693,UNIT-23132,BATCH-2026-01620,7,Fan failure,Low,Process variation,2026-05-12
DEF-01694,UNIT-49425,BATCH-2024-03455,6,Port instability,Low,Equipment calibration drift,2024-10-28
DEF-01695,UNIT-19526,BATCH-2025-01365,5,Screen artifact,High,Handling damage,2025-02-19
DEF-01696,UNIT-47685,BATCH-2025-03338,6,Signal interference,Medium,Packaging error,2025-07-28
DEF-01697,UNIT-25131,BATCH-2026-01758,7,Fan failure,Medium,Packaging error,2026-04-30
DEF-01698,UNIT-29566,BATCH-2025-02070,5,Color calibration issue,Critical,Supplier quality issue,2025-03-24
DEF-01699,UNIT-33219,BATCH-2026-02322,2,Camera focus failed,Critical,Process variation,2026-01-27
DEF-01700,UNIT-27922,BATCH-2026-01952,6,Port instability,Low,Supplier quality issue,2026-07-14
DEF-01701,UNIT-27948,BATCH-2026-01954,8,Ingress issue,Low,Material defect,2026-04-17
DEF-01702,UNIT-18927,BATCH-2025-01323,5,Dead pixel,Critical,Packaging error,2025-11-06
DEF-01703,UNIT-33159,BATCH-2024-02318,3,Low volume output,Medium,Investigation pending,2024-10-31
DEF-01704,UNIT-33917,BATCH-2025-02371,6,Signal interference,High,Environmental exposure,2025-08-17
DEF-01705,UNIT-38491,BATCH-2024-02693,5,Dead pixel,Critical,Material defect,2025-01-03
DEF-01706,UNIT-37191,BATCH-2025-02600,8,Final assembly defect,Medium,Material defect,2025-12-10
DEF-01707,UNIT-37757,BATCH-2024-02640,6,Signal interference,Low,Process variation,2025-01-01
DEF-01708,UNIT-05805,BATCH-2025-00401,7,Thermal runaway risk,Low,Handling damage,2025-02-20
DEF-01709,UNIT-07815,BATCH-2025-00542,2,Lens scratch,Critical,Handling damage,2025-06-27
DEF-01710,UNIT-35718,BATCH-2026-02496,7,Thermal runaway risk,Medium,Equipment calibration drift,2026-06-07
DEF-01711,UNIT-31279,BATCH-2025-02189,1,Power fluctuation,High,Investigation pending,2025-09-12
DEF-01712,UNIT-14504,BATCH-2024-01015,3,Low volume output,High,Equipment calibration drift,2025-01-14
DEF-01713,UNIT-39195,BATCH-2026-02744,1,Connector misalignment,Medium,Equipment calibration drift,2026-03-18
DEF-01714,UNIT-35858,BATCH-2024-02506,4,Battery not detected,Medium,Packaging error,2024-11-24
DEF-01715,UNIT-24724,BATCH-2024-01730,7,Fan failure,Critical,Process variation,2024-10-29
DEF-01716,UNIT-21417,BATCH-2026-01499,2,Camera focus failed,Low,Packaging error,2026-01-19
DEF-01717,UNIT-25995,BATCH-2024-01817,2,Sensor calibration drift,Low,Environmental exposure,2024-10-18
DEF-01718,UNIT-29512,BATCH-2024-02066,1,Power fluctuation,High,Supplier quality issue,2024-11-08
DEF-01719,UNIT-01719,BATCH-2025-00120,7,Thermal runaway risk,Low,Supplier quality issue,2025-04-02
DEF-01720,UNIT-24534,BATCH-2025-01717,6,Port instability,Medium,Process variation,2025-02-23
DEF-01721,UNIT-48638,BATCH-2024-03402,7,Thermal runaway risk,Medium,Process variation,2024-10-06
DEF-01722,UNIT-25690,BATCH-2025-01795,2,Camera focus failed,Medium,Packaging error,2025-02-23
DEF-01723,UNIT-13638,BATCH-2026-00955,5,Color calibration issue,Medium,Equipment calibration drift,2026-09-29
DEF-01724,UNIT-33437,BATCH-2025-02337,1,Connector misalignment,High,Environmental exposure,2025-11-26
DEF-01725,UNIT-28430,BATCH-2024-01988,2,Sensor calibration drift,High,Supplier quality issue,2024-11-27
DEF-01726,UNIT-01147,BATCH-2026-00081,2,Lens scratch,Medium,Packaging error,2026-04-26
DEF-01727,UNIT-38909,BATCH-2024-02724,3,Speaker distortion,Critical,Investigation pending,2024-10-09
DEF-01728,UNIT-22834,BATCH-2026-01599,8,Packaging damage,Medium,Equipment calibration drift,2026-07-16
DEF-01729,UNIT-28450,BATCH-2025-01990,5,Dead pixel,Low,Equipment calibration drift,2025-06-17
DEF-01730,UNIT-42510,BATCH-2025-02980,8,Packaging damage,Medium,Equipment calibration drift,2025-07-17
DEF-01731,UNIT-35443,BATCH-2026-02478,7,Thermal runaway risk,Low,Environmental exposure,2026-10-04
DEF-01732,UNIT-29051,BATCH-2025-02032,8,Ingress issue,High,Packaging error,2025-05-11
DEF-01733,UNIT-22273,BATCH-2026-01559,6,Signal interference,Low,Environmental exposure,2026-03-08
DEF-01734,UNIT-02237,BATCH-2025-00155,6,Connectivity drop,Medium,Material defect,2025-10-12
DEF-01735,UNIT-47403,BATCH-2025-03318,5,Dead pixel,High,Process variation,2026-01-10
DEF-01736,UNIT-17475,BATCH-2026-01223,5,Color calibration issue,Low,Packaging error,2026-05-20
DEF-01737,UNIT-08577,BATCH-2025-00594,7,Overheating,Low,Packaging error,2025-02-09
DEF-01738,UNIT-49023,BATCH-2026-03429,7,Fan failure,Low,Environmental exposure,2026-07-16
DEF-01739,UNIT-17961,BATCH-2026-01255,7,Overheating,High,Packaging error,2026-07-19
DEF-01740,UNIT-21358,BATCH-2025-01494,8,Packaging damage,Medium,Handling damage,2026-01-07
DEF-01741,UNIT-24410,BATCH-2026-01708,7,Thermal runaway risk,Medium,Investigation pending,2026-08-21
DEF-01742,UNIT-10167,BATCH-2026-00708,7,Overheating,Low,Material defect,2026-06-28
DEF-01743,UNIT-13507,BATCH-2026-00945,8,Packaging damage,Medium,Packaging error,2026-06-16
DEF-01744,UNIT-00358,BATCH-2024-00024,5,Dead pixel,Critical,Equipment calibration drift,2024-12-27
DEF-01745,UNIT-18443,BATCH-2026-01290,8,Ingress issue,Medium,Investigation pending,2026-08-28
DEF-01746,UNIT-25238,BATCH-2026-01765,6,Port instability,Medium,Supplier quality issue,2026-09-07
DEF-01747,UNIT-42910,BATCH-2024-03008,2,Sensor calibration drift,High,Process variation,2024-12-04
DEF-01748,UNIT-05175,BATCH-2026-00355,8,Ingress issue,High,Environmental exposure,2026-05-02
DEF-01749,UNIT-43270,BATCH-2025-03032,5,Screen artifact,Medium,Handling damage,2025-07-26
DEF-01750,UNIT-07530,BATCH-2025-00523,8,Packaging damage,Medium,Process variation,2025-03-29
DEF-01751,UNIT-23396,BATCH-2026-01638,4,Battery not detected,Medium,Investigation pending,2026-09-28
DEF-01752,UNIT-30711,BATCH-2026-02148,4,Battery not detected,Medium,Supplier quality issue,2026-04-24
DEF-01753,UNIT-11437,BATCH-2026-00798,5,Screen artifact,Low,Supplier quality issue,2026-02-05
DEF-01754,UNIT-00824,BATCH-2025-00059,3,Low volume output,Medium,Environmental exposure,2025-09-09
DEF-01755,UNIT-23546,BATCH-2026-01648,3,Audio clipping,Medium,Equipment calibration drift,2026-08-30
DEF-01756,UNIT-12379,BATCH-2025-00864,4,Cell imbalance,Medium,Investigation pending,2025-11-30
DEF-01757,UNIT-16685,BATCH-2026-01168,4,Charging instability,High,Material defect,2026-02-04
DEF-01758,UNIT-37613,BATCH-2026-02629,5,Color calibration issue,Medium,Equipment calibration drift,2026-02-14
DEF-01759,UNIT-04059,BATCH-2024-00280,2,Camera focus failed,Medium,Equipment calibration drift,2024-12-18
DEF-01760,UNIT-17490,BATCH-2026-01224,8,Packaging damage,Low,Supplier quality issue,2026-04-18
DEF-01761,UNIT-20720,BATCH-2025-01448,6,Signal interference,Critical,Investigation pending,2025-02-05
DEF-01762,UNIT-46563,BATCH-2026-03262,7,Overheating,Medium,Process variation,2026-05-11
DEF-01763,UNIT-05780,BATCH-2026-00399,5,Dead pixel,Low,Investigation pending,2026-05-17
DEF-01764,UNIT-09769,BATCH-2025-00678,4,Cell imbalance,Medium,Environmental exposure,2025-03-14
DEF-01765,UNIT-24268,BATCH-2024-01698,6,Signal interference,Low,Handling damage,2024-12-19
DEF-01766,UNIT-29510,BATCH-2024-02066,5,Color calibration issue,Low,Material defect,2024-11-10
DEF-01767,UNIT-19117,BATCH-2025-01336,1,Power fluctuation,Medium,Packaging error,2025-01-26
DEF-01768,UNIT-38150,BATCH-2025-02668,5,Dead pixel,Low,Handling damage,2025-08-18
DEF-01769,UNIT-06074,BATCH-2025-00418,2,Lens scratch,High,Supplier quality issue,2025-08-29
DEF-01770,UNIT-28221,BATCH-2026-01973,2,Sensor calibration drift,Medium,Supplier quality issue,2026-09-06
DEF-01771,UNIT-02783,BATCH-2026-00192,5,Color calibration issue,High,Handling damage,2026-10-07
DEF-01772,UNIT-38387,BATCH-2026-02685,8,Final assembly defect,Medium,Environmental exposure,2026-08-01
DEF-01773,UNIT-39717,BATCH-2024-02780,1,Connector misalignment,Critical,Material defect,2024-10-24
DEF-01774,UNIT-19481,BATCH-2025-01362,6,Signal interference,Medium,Process variation,2025-09-16
DEF-01775,UNIT-14690,BATCH-2026-01027,6,Connectivity drop,Medium,Material defect,2026-04-01
DEF-01776,UNIT-16999,BATCH-2024-01190,3,Audio clipping,Low,Handling damage,2024-11-05
DEF-01777,UNIT-18920,BATCH-2024-01322,2,Lens scratch,Medium,Packaging error,2024-10-22
DEF-01778,UNIT-40544,BATCH-2025-02838,2,Camera focus failed,Medium,Process variation,2025-05-17
DEF-01779,UNIT-02945,BATCH-2025-00204,7,Thermal runaway risk,Medium,Investigation pending,2025-08-28
DEF-01780,UNIT-11405,BATCH-2026-00796,1,Connector misalignment,Medium,Process variation,2026-07-06
DEF-01781,UNIT-11342,BATCH-2025-00791,6,Connectivity drop,Low,Process variation,2025-01-27
DEF-01782,UNIT-17729,BATCH-2026-01240,3,Low volume output,Low,Packaging error,2026-03-21
DEF-01783,UNIT-38445,BATCH-2025-02690,7,Thermal runaway risk,Medium,Process variation,2025-05-18
DEF-01784,UNIT-41525,BATCH-2026-02908,1,Power fluctuation,Medium,Material defect,2026-04-12
DEF-01785,UNIT-03306,BATCH-2025-00228,8,Packaging damage,Medium,Packaging error,2025-04-04
DEF-01786,UNIT-43557,BATCH-2025-03052,3,Speaker distortion,High,Investigation pending,2025-03-23
DEF-01787,UNIT-26360,BATCH-2026-01842,4,Charging instability,Low,Environmental exposure,2026-03-28
